Admin2,Crop,Area,Admin1
Mbulu,rice _vop,0,Manyara
Mbulu,sorghum _vop,263707.001684189,Manyara
Mbulu,total _vop,33001767.7867126,Manyara
Mbulu,wheat _vop,285564.496520996,Manyara
Meatu,banana_and_plantain _vop,0,Simiyu
Meatu,bean _vop,861594.197311401,Simiyu
Meatu,cassava _vop,184226.096969605,Simiyu
Meatu,cereals _vop,9286610.83825684,Simiyu
Meatu,groundnut _vop,563322.400169373,Simiyu
Meatu,pulses _vop,4363893.78808594,Simiyu
Meatu,rice _vop,1368343.89694595,Simiyu
Meatu,sorghum _vop,2652655.99691391,Simiyu
Meatu,total _vop,33284315.0710449,Simiyu
Meatu,wheat _vop,0,Simiyu
Meru,banana_and_plantain _vop,2398710.8984375,Arusha
Meru,bean _vop,1263251.703125,Arusha
Meru,cassava _vop,157985.499023438,Arusha
Meru,cereals _vop,7209616.578125,Arusha
Meru,groundnut _vop,0,Arusha
Meru,pulses _vop,4117362.49414062,Arusha
Meru,rice _vop,4656231.171875,Arusha
Meru,sorghum _vop,242895.000732422,Arusha
Meru,total _vop,26896815.6875,Arusha
Meru,wheat _vop,0,Arusha
Micheweni,banana_and_plantain _vop,,Kaskazini Pemba
Micheweni,bean _vop,,Kaskazini Pemba
Micheweni,cassava _vop,,Kaskazini Pemba
Micheweni,cereals _vop,,Kaskazini Pemba
Micheweni,groundnut _vop,,Kaskazini Pemba
Micheweni,pulses _vop,,Kaskazini Pemba
Micheweni,rice _vop,,Kaskazini Pemba
Micheweni,sorghum _vop,,Kaskazini Pemba
Micheweni,total _vop,,Kaskazini Pemba
Micheweni,wheat _vop,,Kaskazini Pemba
Missenyi,banana_and_plantain _vop,25435825.8012695,Kagera
Missenyi,bean _vop,14644747.1242676,Kagera
Missenyi,cassava _vop,5986409.6072998,Kagera
Missenyi,cereals _vop,7831168.76367188,Kagera
Missenyi,groundnut _vop,0,Kagera
Missenyi,pulses _vop,17880707.0994873,Kagera
Missenyi,rice _vop,1380943.39764404,Kagera
Missenyi,sorghum _vop,2200203.10076904,Kagera
Missenyi,total _vop,87237494.5898437,Kagera
Missenyi,wheat _vop,0,Kagera
Misungwi,banana_and_plantain _vop,1729931.10400391,Mwanza
Misungwi,bean _vop,295276.499511719,Mwanza
Misungwi,cassava _vop,3793088.4140625,Mwanza
Misungwi,cereals _vop,15603541.40625,Mwanza
Misungwi,groundnut _vop,807452.809570313,Mwanza
Misungwi,pulses _vop,5431347.828125,Mwanza
Misungwi,rice _vop,9739053.96875,Mwanza
Misungwi,sorghum _vop,484931.094726563,Mwanza
Misungwi,total _vop,57463336.625,Mwanza
Misungwi,wheat _vop,0,Mwanza
Mkalama,banana_and_plantain _vop,168.899993896484,Singida
Mkalama,bean _vop,2820098.40820313,Singida
Mkalama,cassava _vop,1987399.0012207,Singida
Mkalama,cereals _vop,6872562.38671875,Singida
Mkalama,groundnut _vop,641991.597045899,Singida
Mkalama,pulses _vop,3534688.39477539,Singida
Mkalama,rice _vop,257839.59954834,Singida
Mkalama,sorghum _vop,1626024.39819336,Singida
Mkalama,total _vop,28776613.3867188,Singida
Mkalama,wheat _vop,1199.19995117188,Singida
Mkinga,banana_and_plantain _vop,0,Tanga
Mkinga,bean _vop,0,Tanga
Mkinga,cassava _vop,0,Tanga
Mkinga,cereals _vop,0,Tanga
Mkinga,groundnut _vop,0,Tanga
Mkinga,pulses _vop,4434.69989013672,Tanga
Mkinga,rice _vop,0,Tanga
Mkinga,sorghum _vop,0,Tanga
Mkinga,total _vop,2981562.62231445,Tanga
Mkinga,wheat _vop,0,Tanga
Mkoani,banana_and_plantain _vop,0,Kusini Pemba
Mkoani,bean _vop,0,Kusini Pemba
Mkoani,cassava _vop,1537321.046875,Kusini Pemba
Mkoani,cereals _vop,2560337.40625,Kusini Pemba
Mkoani,groundnut _vop,61528.80078125,Kusini Pemba
Mkoani,pulses _vop,44846.900390625,Kusini Pemba
Mkoani,rice _vop,2524158.453125,Kusini Pemba
Mkoani,sorghum _vop,2228.19995117188,Kusini Pemba
Mkoani,total _vop,5044241.484375,Kusini Pemba
Mkoani,wheat _vop,0,Kusini Pemba
Mkuranga,banana_and_plantain _vop,966497.096191406,Pwani
Mkuranga,bean _vop,0,Pwani
Mkuranga,cassava _vop,17367190.0273437,Pwani
Mkuranga,cereals _vop,12917722.1308594,Pwani
Mkuranga,groundnut _vop,0,Pwani
Mkuranga,pulses _vop,187003.40045166,Pwani
Mkuranga,rice _vop,11107921.3759766,Pwani
Mkuranga,sorghum _vop,23555.099609375,Pwani
Mkuranga,total _vop,101360090.5,Pwani
Mkuranga,wheat _vop,0,Pwani
Mlele,banana_and_plantain _vop,2441913.65002441,Katavi
Mlele,bean _vop,7838714.9022522,Katavi
Mlele,cassava _vop,6708866.26999664,Katavi
Mlele,cereals _vop,56507518.0796852,Katavi
Mlele,groundnut _vop,3619919.08182526,Katavi
Mlele,pulses _vop,7871089.07798767,Katavi
Mlele,rice _vop,34289201.1003647,Katavi
Mlele,sorghum _vop,194220.799007416,Katavi
Mlele,total _vop,140619770.948608,Katavi
Mlele,wheat _vop,94.6999969482422,Katavi
Momba,banana_and_plantain _vop,87898.8974342346,Songwe
Momba,bean _vop,8029186.25097656,Songwe
Momba,cassava _vop,666330.602416992,Songwe
Momba,cereals _vop,18207103.7763672,Songwe
Momba,groundnut _vop,5007336.0222168,Songwe
Momba,pulses _vop,8191605.36694336,Songwe
Momba,rice _vop,4210655.60134888,Songwe
Momba,sorghum _vop,1439913.00036621,Songwe
Momba,total _vop,40549770.3789063,Songwe
Momba,wheat _vop,5775.09997558594,Songwe
Monduli,banana_and_plantain _vop,3518644.484375,Arusha
Monduli,bean _vop,3958611.39336395,Arusha
Monduli,cassava _vop,24297.0999755859,Arusha
Monduli,cereals _vop,11259238.028595,Arusha
Monduli,groundnut _vop,0,Arusha
Monduli,pulses _vop,4189875.5977478,Arusha
Monduli,rice _vop,6577640.2137146,Arusha
Monduli,sorghum _vop,24748.3000526428,Arusha
Monduli,total _vop,22032161.0690918,Arusha
Monduli,wheat _vop,1042394.69831467,Arusha
Morogoro Rural,banana_and_plantain _vop,6734754.70861816,Morogoro
Morogoro Rural,bean _vop,3820371.41571808,Morogoro
Morogoro Rural,cassava _vop,1614286.88844109,Morogoro
Morogoro Rural,cereals _vop,13882269.3850441,Morogoro
Morogoro Rural,groundnut _vop,82956.7994537354,Morogoro
Morogoro Rural,pulses _vop,6278255.95349121,Morogoro
Morogoro Rural,rice _vop,9815983.4245224,Morogoro
Morogoro Rural,sorghum _vop,296697.098506928,Morogoro
Morogoro Rural,total _vop,35174209.2880859,Morogoro
Morogoro Rural,wheat _vop,0,Morogoro
Morogoro Urban,banana_and_plantain _vop,2907687.21875,Morogoro
Morogoro Urban,bean _vop,1814175.5,Morogoro
Morogoro Urban,cassava _vop,136634,Morogoro
Morogoro Urban,cereals _vop,8596732.0625,Morogoro
Morogoro Urban,groundnut _vop,0,Morogoro
Morogoro Urban,pulses _vop,1814175.28125,Morogoro
Morogoro Urban,rice _vop,4715859.625,Morogoro
Morogoro Urban,sorghum _vop,339517.69921875,Morogoro
Morogoro Urban,total _vop,13714757.875,Morogoro
Morogoro Urban,wheat _vop,0,Morogoro
Moshi Rural,banana_and_plantain _vop,41063441,Kilimanjaro
Moshi Rural,bean _vop,5142137.703125,Kilimanjaro
Moshi Rural,cassava _vop,0,Kilimanjaro
Moshi Rural,cereals _vop,12344942.921875,Kilimanjaro
Moshi Rural,groundnut _vop,0,Kilimanjaro
Moshi Rural,pulses _vop,5142137.47265625,Kilimanjaro
Moshi Rural,rice _vop,1902423.60546875,Kilimanjaro
Moshi Rural,sorghum _vop,0,Kilimanjaro
Moshi Rural,total _vop,96902322.203125,Kilimanjaro
Moshi Rural,wheat _vop,0,Kilimanjaro
Mpanda Rural,banana_and_plantain _vop,14158996.8249512,Katavi
Mpanda Rural,bean _vop,3446973.51766968,Katavi
Mpanda Rural,cassava _vop,3353999.19108772,Katavi
Mpanda Rural,cereals _vop,23066611.7493134,Katavi
Mpanda Rural,groundnut _vop,1051449.39486313,Katavi
Mpanda Rural,pulses _vop,4069682.44823456,Katavi
Mpanda Rural,rice _vop,16458840.7804184,Katavi
Mpanda Rural,sorghum _vop,44483.2999477387,Katavi
Mpanda Rural,total _vop,79746554.4798584,Katavi
Mpanda Rural,wheat _vop,0,Katavi
Mpanda Urban,banana_and_plantain _vop,2287745.59375,Katavi
Mpanda Urban,bean _vop,298824.19921875,Katavi
Mpanda Urban,cassava _vop,247685.80078125,Katavi
Mpanda Urban,cereals _vop,2626927.15625,Katavi
Mpanda Urban,groundnut _vop,131041.90234375,Katavi
Mpanda Urban,pulses _vop,299145,Katavi
Mpanda Urban,rice _vop,1750982.609375,Katavi
Mpanda Urban,sorghum _vop,7252.39984130859,Katavi
Mpanda Urban,total _vop,8275372.25,Katavi
Mpanda Urban,wheat _vop,0,Katavi
Mpwapwa,banana_and_plantain _vop,0,Dodoma
Mpwapwa,bean _vop,3440059.11035156,Dodoma
Mpwapwa,cassava _vop,1181423.90026855,Dodoma
Mpwapwa,cereals _vop,9144764.51806641,Dodoma
Mpwapwa,groundnut _vop,2591202.09472656,Dodoma
Mpwapwa,pulses _vop,3444184.79101563,Dodoma
Mpwapwa,rice _vop,2536293.7902832,Dodoma
Mpwapwa,sorghum _vop,3677460.59523964,Dodoma
Mpwapwa,total _vop,36880238.7753906,Dodoma
Mpwapwa,wheat _vop,0,Dodoma
Mtwara Rural,banana_and_plantain _vop,930.10001373291,Mtwara
Mtwara Rural,bean _vop,0,Mtwara
Mtwara Rural,cassava _vop,4522367.72460938,Mtwara
Mtwara Rural,cereals _vop,6461023.015625,Mtwara
Mtwara Rural,groundnut _vop,1243457.79052734,Mtwara
Mtwara Rural,pulses _vop,2407324.00976563,Mtwara
Mtwara Rural,rice _vop,4700461.578125,Mtwara
Mtwara Rural,sorghum _vop,568185.296386719,Mtwara
Mtwara Rural,total _vop,43007736.5625,Mtwara
Mtwara Rural,wheat _vop,0,Mtwara
Mtwara Urban,banana_and_plantain _vop,0,Mtwara
Mtwara Urban,bean _vop,0,Mtwara
Mtwara Urban,cassava _vop,530658.296875,Mtwara
Mtwara Urban,cereals _vop,112507.296875,Mtwara
Mtwara Urban,groundnut _vop,8976.19995117188,Mtwara
Mtwara Urban,pulses _vop,13500,Mtwara
Mtwara Urban,rice _vop,40266.80078125,Mtwara
Mtwara Urban,sorghum _vop,57678.19921875,Mtwara
Mtwara Urban,total _vop,1643947,Mtwara
Mtwara Urban,wheat _vop,0,Mtwara
Mufindi,banana_and_plantain _vop,22247.5003662109,Iringa
Mufindi,bean _vop,19909500.1855469,Iringa
Mufindi,cassava _vop,623836.787475586,Iringa
Mufindi,cereals _vop,22229403.8100586,Iringa
Mufindi,groundnut _vop,36887656.2304688,Iringa
Mufindi,pulses _vop,24974768.2246094,Iringa
Mufindi,rice _vop,76193.7012557984,Iringa
Mufindi,sorghum _vop,22424.0999679565,Iringa
Mufindi,total _vop,116111555.695312,Iringa
Mufindi,wheat _vop,669935.800170899,Iringa
Muheza,banana_and_plantain _vop,0,Tanga
Muheza,bean _vop,0,Tanga
Muheza,cassava _vop,0,Tanga
Muheza,cereals _vop,5885715,Tanga
Muheza,groundnut _vop,0,Tanga
Muheza,pulses _vop,5333.29986572266,Tanga
Muheza,rice _vop,1392061.625,Tanga
Muheza,sorghum _vop,0,Tanga
Muheza,total _vop,9277902.53125,Tanga
Muheza,wheat _vop,0,Tanga
Muleba,banana_and_plantain _vop,59124716.7195282,Kagera
Muleba,bean _vop,14440602.8083496,Kagera
Muleba,cassava _vop,10248305.3635254,Kagera
Muleba,cereals _vop,9974566.04248047,Kagera
Muleba,groundnut _vop,529761.398620606,Kagera
Muleba,pulses _vop,18595816.5649414,Kagera
Muleba,rice _vop,377338.001281738,Kagera
Muleba,sorghum _vop,344171.897659302,Kagera
Muleba,total _vop,111701244.75,Kagera
Muleba,wheat _vop,0,Kagera
Musoma Rural,banana_and_plantain _vop,0,Mara
Musoma Rural,bean _vop,931982.1015625,Mara
Musoma Rural,cassava _vop,3918764.78125,Mara
Musoma Rural,cereals _vop,2171265.3984375,Mara
Musoma Rural,groundnut _vop,51379.3004150391,Mara
Musoma Rural,pulses _vop,941395.8984375,Mara
Musoma Rural,rice _vop,476176.90234375,Mara
Musoma Rural,sorghum _vop,699683.50390625,Mara
Musoma Rural,total _vop,9757345.9375,Mara
Musoma Rural,wheat _vop,0,Mara
Musoma Urban,banana_and_plantain _vop,0,Mara
Musoma Urban,bean _vop,70133.703125,Mara
Musoma Urban,cassava _vop,115136.1015625,Mara
Musoma Urban,cereals _vop,99850.5,Mara
Musoma Urban,groundnut _vop,0,Mara
Musoma Urban,pulses _vop,70842.203125,Mara
Musoma Urban,rice _vop,50164.8984375,Mara
Musoma Urban,sorghum _vop,0,Mara
Musoma Urban,total _vop,349257.1875,Mara
Musoma Urban,wheat _vop,0,Mara
Mvomero,banana_and_plantain _vop,560544.106445313,Morogoro
Mvomero,bean _vop,310792.092163086,Morogoro
Mvomero,cassava _vop,2356373.11505127,Morogoro
Mvomero,cereals _vop,42479359.9419708,Morogoro
Mvomero,groundnut _vop,5097.40005493164,Morogoro
Mvomero,pulses _vop,556168.89453125,Morogoro
Mvomero,rice _vop,35280177.6767578,Morogoro
Mvomero,sorghum _vop,30933.7999267578,Morogoro
Mvomero,total _vop,54919845.1359863,Morogoro
Mvomero,wheat _vop,0,Morogoro
Mwanga,banana_and_plantain _vop,1072196.91503906,Kilimanjaro
Mwanga,bean _vop,1633581.99157715,Kilimanjaro
Mwanga,cassava _vop,22009.80078125,Kilimanjaro
Mwanga,cereals _vop,5506611.45043945,Kilimanjaro
Mwanga,groundnut _vop,1283940.62158203,Kilimanjaro
Mwanga,pulses _vop,1853014.70605469,Kilimanjaro
Mwanga,rice _vop,3479498.8470459,Kilimanjaro
Mwanga,sorghum _vop,261.500005722046,Kilimanjaro
Mwanga,total _vop,20884334.2636719,Kilimanjaro
Mwanga,wheat _vop,0,Kilimanjaro
Nachingwea,banana_and_plantain _vop,1802.59997558594,Lindi
Nachingwea,bean _vop,300.700012207031,Lindi
Nachingwea,cassava _vop,7046221.6987915,Lindi
Nachingwea,cereals _vop,7421437.76708984,Lindi
Nachingwea,groundnut _vop,1636250.39489746,Lindi
Nachingwea,pulses _vop,10570739.5625,Lindi
Nachingwea,rice _vop,1714956.91149902,Lindi
Nachingwea,sorghum _vop,1921743.70773315,Lindi
Nachingwea,total _vop,47938802.7207031,Lindi
Nachingwea,wheat _vop,0,Lindi
Namtumbo,banana_and_plantain _vop,57426.1005859375,Ruvuma
Namtumbo,bean _vop,2372644.50840759,Ruvuma
Namtumbo,cassava _vop,3395961.7973938,Ruvuma
Namtumbo,cereals _vop,16418968.9234467,Ruvuma
Namtumbo,groundnut _vop,1980244.30157089,Ruvuma
Namtumbo,pulses _vop,3188846.2045517,Ruvuma
Namtumbo,rice _vop,6788485.22686768,Ruvuma
Namtumbo,sorghum _vop,63015.0003032684,Ruvuma
Namtumbo,total _vop,57482749.8502808,Ruvuma
Namtumbo,wheat _vop,0,Ruvuma
Nanyumbu,banana_and_plantain _vop,104550.798583984,Mtwara
Nanyumbu,bean _vop,421.100006103516,Mtwara
Nanyumbu,cassava _vop,7804095.64544678,Mtwara
Nanyumbu,cereals _vop,6169550.37220764,Mtwara
Nanyumbu,groundnut _vop,3245458.88924408,Mtwara
Nanyumbu,pulses _vop,25331100.4487305,Mtwara
Nanyumbu,rice _vop,1815737.70842743,Mtwara
Nanyumbu,sorghum _vop,1244301.98868179,Mtwara
Nanyumbu,total _vop,73307652.9804688,Mtwara
Nanyumbu,wheat _vop,0,Mtwara
Newala,banana_and_plantain _vop,1802.59997558594,Mtwara
Newala,bean _vop,240189.600891113,Mtwara
Newala,cassava _vop,8972501.109375,Mtwara
Newala,cereals _vop,8321209.28436279,Mtwara
Newala,groundnut _vop,2605214.5,Mtwara
Newala,pulses _vop,14391913.375,Mtwara
Newala,rice _vop,4413299.78125,Mtwara
Newala,sorghum _vop,349885.004638672,Mtwara
Newala,total _vop,61464579.625,Mtwara
Newala,wheat _vop,0,Mtwara
Ngara,banana_and_plantain _vop,22710161.2294922,Kagera
Ngara,bean _vop,5422970.24389648,Kagera
Ngara,cassava _vop,1856562.21699142,Kagera
Ngara,cereals _vop,3271856.09521484,Kagera
Ngara,groundnut _vop,1416426.11737061,Kagera
Ngara,pulses _vop,6311888.72387695,Kagera
Ngara,rice _vop,89534.5001487732,Kagera
Ngara,sorghum _vop,502774.998291016,Kagera
Ngara,total _vop,38402863.1464844,Kagera
Ngara,wheat _vop,0,Kagera
Ngorongoro,banana_and_plantain _vop,22390.6000976563,Arusha
Ngorongoro,bean _vop,2217645.50604248,Arusha
Ngorongoro,cassava _vop,2934.99999237061,Arusha
Ngorongoro,cereals _vop,11124852.8032227,Arusha
Ngorongoro,groundnut _vop,0,Arusha
Ngorongoro,pulses _vop,2301129.29824829,Arusha
Ngorongoro,rice _vop,525422.924987793,Arusha
Ngorongoro,sorghum _vop,1224690.6019249,Arusha
Ngorongoro,total _vop,15842233.6354675,Arusha
Ngorongoro,wheat _vop,80566.4013671875,Arusha
Njombe Rural,banana_and_plantain _vop,0,Njombe
Njombe Rural,bean _vop,3763961.24002075,Njombe
Njombe Rural,cassava _vop,261317.802856445,Njombe
Njombe Rural,cereals _vop,4294305.18719482,Njombe
Njombe Rural,groundnut _vop,1384624.00859451,Njombe
Njombe Rural,pulses _vop,4540171.18933106,Njombe
Njombe Rural,rice _vop,0,Njombe
Njombe Rural,sorghum _vop,13675.0999221802,Njombe
Njombe Rural,total _vop,23310784.8129883,Njombe
Njombe Rural,wheat _vop,263000.900682449,Njombe
Njombe Urban,banana_and_plantain _vop,0,Njombe
Njombe Urban,bean _vop,4972549.10772705,Njombe
Njombe Urban,cassava _vop,43382.2994995117,Njombe
Njombe Urban,cereals _vop,5433836.20709229,Njombe
Njombe Urban,groundnut _vop,66625.9995117188,Njombe
Njombe Urban,pulses _vop,5332582.7644043,Njombe
Njombe Urban,rice _vop,0,Njombe
Njombe Urban,sorghum _vop,16855.8999061585,Njombe
Njombe Urban,total _vop,27651493.4755859,Njombe
Njombe Urban,wheat _vop,440796.401135445,Njombe
Nkasi,banana_and_plantain _vop,5024331.91943359,Rukwa
Nkasi,bean _vop,15973294.9269714,Rukwa
Nkasi,cassava _vop,4565676.91270447,Rukwa
Nkasi,cereals _vop,20505870.0461044,Rukwa
Nkasi,groundnut _vop,5571381.34960938,Rukwa
Nkasi,pulses _vop,15815142.7094421,Rukwa
Nkasi,rice _vop,5683751.78396607,Rukwa
Nkasi,sorghum _vop,1288318.59565735,Rukwa
Nkasi,total _vop,74360429.3164063,Rukwa
Nkasi,wheat _vop,184074.800951958,Rukwa
Nyamagana,banana_and_plantain _vop,93757.298828125,Mwanza
Nyamagana,bean _vop,0,Mwanza
Nyamagana,cassava _vop,456543.703125,Mwanza
Nyamagana,cereals _vop,1779722.4765625,Mwanza
Nyamagana,groundnut _vop,0,Mwanza
Nyamagana,pulses _vop,171905.703125,Mwanza
Nyamagana,rice _vop,1414076.05078125,Mwanza
Nyamagana,sorghum _vop,30152.7998046875,Mwanza
Nyamagana,total _vop,4149814.375,Mwanza
Nyamagana,wheat _vop,0,Mwanza
Nyang'hwale,banana_and_plantain _vop,3661.49995422363,Geita
Nyang'hwale,bean _vop,4747032.984375,Geita
Nyang'hwale,cassava _vop,8547232.890625,Geita
Nyang'hwale,cereals _vop,10708361.875,Geita
Nyang'hwale,groundnut _vop,1069531.69140625,Geita
Nyang'hwale,pulses _vop,5288027.3125,Geita
Nyang'hwale,rice _vop,6149769.765625,Geita
Nyang'hwale,sorghum _vop,120494.099365234,Geita
Nyang'hwale,total _vop,30670301.75,Geita
Nyang'hwale,wheat _vop,0,Geita
Nyasa,banana_and_plantain _vop,876768.202423096,Ruvuma
Nyasa,bean _vop,2304823.77508545,Ruvuma
Nyasa,cassava _vop,1305920.50137901,Ruvuma
Nyasa,cereals _vop,3842163.06483459,Ruvuma
Nyasa,groundnut _vop,0,Ruvuma
Nyasa,pulses _vop,2350679.20166016,Ruvuma
Nyasa,rice _vop,1507600.29894257,Ruvuma
Nyasa,sorghum _vop,0,Ruvuma
Nyasa,total _vop,11157970.4553833,Ruvuma
Nyasa,wheat _vop,22200.400188446,Ruvuma
Nzega,banana_and_plantain _vop,0,Tabora
Nzega,bean _vop,351264.408203125,Tabora
Nzega,cassava _vop,5890922.5201416,Tabora
Nzega,cereals _vop,36265654.34375,Tabora
Nzega,groundnut _vop,9452612.125,Tabora
Nzega,pulses _vop,2098152.0958252,Tabora
Nzega,rice _vop,23819855.546875,Tabora
Nzega,sorghum _vop,647010.000804901,Tabora
Nzega,total _vop,90597180.5820312,Tabora
Nzega,wheat _vop,0,Tabora
Pangani,banana_and_plantain _vop,203201.90625,Tanga
Pangani,bean _vop,0,Tanga
Pangani,cassava _vop,6382.5,Tanga
Pangani,cereals _vop,111523.796875,Tanga
Pangani,groundnut _vop,2977.19995117188,Tanga
Pangani,pulses _vop,7655.39985656738,Tanga
Pangani,rice _vop,57543.8984375,Tanga
Pangani,sorghum _vop,1244.59997558594,Tanga
Pangani,total _vop,4057265.91796875,Tanga
Pangani,wheat _vop,0,Tanga
Rombo,banana_and_plantain _vop,26557985.25,Kilimanjaro
Rombo,bean _vop,6932801.8515625,Kilimanjaro
Rombo,cassava _vop,0,Kilimanjaro
Rombo,cereals _vop,5907820.32116699,Kilimanjaro
Rombo,groundnut _vop,0,Kilimanjaro
Rombo,pulses _vop,7465275.44921875,Kilimanjaro
Rombo,rice _vop,0,Kilimanjaro
Rombo,sorghum _vop,123,Kilimanjaro
Rombo,total _vop,71812335.6724854,Kilimanjaro
Rombo,wheat _vop,43896.6015625,Kilimanjaro
Rorya,banana_and_plantain _vop,21356159.4140625,Mara
Rorya,bean _vop,5674528.95947266,Mara
Rorya,cassava _vop,13826299.8095703,Mara
Rorya,cereals _vop,10151903.9257812,Mara
Rorya,groundnut _vop,212058.001365662,Mara
Rorya,pulses _vop,5731847.53979492,Mara
Rorya,rice _vop,1012400.70507813,Mara
Rorya,sorghum _vop,4280999.92822266,Mara
Rorya,total _vop,55322288.265625,Mara
Rorya,wheat _vop,0,Mara
Ruangwa,banana_and_plantain _vop,0,Lindi
Ruangwa,bean _vop,0,Lindi
Ruangwa,cassava _vop,1008020.87939453,Lindi
Ruangwa,cereals _vop,1944669.4029541,Lindi
Ruangwa,groundnut _vop,0,Lindi
Ruangwa,pulses _vop,7196272.27954102,Lindi
Ruangwa,rice _vop,0,Lindi
Ruangwa,sorghum _vop,639902.606658936,Lindi
Ruangwa,total _vop,31939539.7285156,Lindi
Ruangwa,wheat _vop,0,Lindi
Rufiji,banana_and_plantain _vop,3037127.88671875,Pwani
Rufiji,bean _vop,0,Pwani
Rufiji,cassava _vop,16795970.1812515,Pwani
Rufiji,cereals _vop,19844193.8422852,Pwani
Rufiji,groundnut _vop,0,Pwani
Rufiji,pulses _vop,386830.498580933,Pwani
Rufiji,rice _vop,15176924.9296913,Pwani
Rufiji,sorghum _vop,236829.398620606,Pwani
Rufiji,total _vop,118669039.700684,Pwani
Rufiji,wheat _vop,0,Pwani
Rungwe,banana_and_plantain _vop,104092053.824219,Mbeya
Rungwe,bean _vop,25767456.4306641,Mbeya
Rungwe,cassava _vop,1205576.01721191,Mbeya
Rungwe,cereals _vop,13614699.5281982,Mbeya
Rungwe,groundnut _vop,87782.30078125,Mbeya
Rungwe,pulses _vop,26042373.2929688,Mbeya
Rungwe,rice _vop,2384213.98339844,Mbeya
Rungwe,sorghum _vop,0,Mbeya
Rungwe,total _vop,199075532.09375,Mbeya
Rungwe,wheat _vop,0,Mbeya
Same,banana_and_plantain _vop,6163875.01159668,Kilimanjaro
Same,bean _vop,2990951.4342041,Kilimanjaro
Same,cassava _vop,2759526.99560547,Kilimanjaro
Same,cereals _vop,20589636.6108398,Kilimanjaro
Same,groundnut _vop,0,Kilimanjaro
Same,pulses _vop,5113230.76171875,Kilimanjaro
Same,rice _vop,10040186.6652832,Kilimanjaro
Same,sorghum _vop,6538908.96894455,Kilimanjaro
Same,total _vop,50958256.8657227,Kilimanjaro
Same,wheat _vop,16362.4999847412,Kilimanjaro
Sengerema,banana_and_plantain _vop,2266313.11474609,Mwanza
Sengerema,bean _vop,5202997.37011719,Mwanza
Sengerema,cassava _vop,6300689.18164063,Mwanza
Sengerema,cereals _vop,16388994.4804688,Mwanza
Sengerema,groundnut _vop,0,Mwanza
Sengerema,pulses _vop,5713711.06835938,Mwanza
Sengerema,rice _vop,6014414.65820312,Mwanza
Sengerema,sorghum _vop,615314.400390625,Mwanza
Sengerema,total _vop,44426377.890625,Mwanza
Sengerema,wheat _vop,0,Mwanza
Serengeti,banana_and_plantain _vop,96771.2992706299,Mara
Serengeti,bean _vop,1148754.19287109,Mara
Serengeti,cassava _vop,12344133.9506531,Mara
Serengeti,cereals _vop,9831887.7281189,Mara
Serengeti,groundnut _vop,149356.200386047,Mara
Serengeti,pulses _vop,1160357.60028076,Mara
Serengeti,rice _vop,642446.599731445,Mara
Serengeti,sorghum _vop,2094196.51025391,Mara
Serengeti,total _vop,30862126.2651367,Mara
Serengeti,wheat _vop,0,Mara
Shinyanga Rural,banana_and_plantain _vop,0,Shinyanga
Shinyanga Rural,bean _vop,0,Shinyanga
Shinyanga Rural,cassava _vop,797721.000976563,Shinyanga
Shinyanga Rural,cereals _vop,11195555.53125,Shinyanga
Shinyanga Rural,groundnut _vop,1896256.79882813,Shinyanga
Shinyanga Rural,pulses _vop,3336399.89648438,Shinyanga
Shinyanga Rural,rice _vop,5575090.87890625,Shinyanga
Shinyanga Rural,sorghum _vop,608291.899902344,Shinyanga
Shinyanga Rural,total _vop,22473344.328125,Shinyanga
Shinyanga Rural,wheat _vop,0,Shinyanga
Shinyanga Urban,banana_and_plantain _vop,0,Shinyanga
Shinyanga Urban,bean _vop,0,Shinyanga
Shinyanga Urban,cassava _vop,681958.602539063,Shinyanga
Shinyanga Urban,cereals _vop,2454361,Shinyanga
Shinyanga Urban,groundnut _vop,171124.403320313,Shinyanga
Shinyanga Urban,pulses _vop,272430.896484375,Shinyanga
Shinyanga Urban,rice _vop,1227733.390625,Shinyanga
Shinyanga Urban,sorghum _vop,318815,Shinyanga
Shinyanga Urban,total _vop,7927390.0625,Shinyanga
Shinyanga Urban,wheat _vop,0,Shinyanga
Siha,banana_and_plantain _vop,37158586.375,Kilimanjaro
Siha,bean _vop,4323979.359375,Kilimanjaro
Siha,cassava _vop,296541.797851563,Kilimanjaro
Siha,cereals _vop,6185155.60009766,Kilimanjaro
Siha,groundnut _vop,200194.19921875,Kilimanjaro
Siha,pulses _vop,5915343.8125,Kilimanjaro
Siha,rice _vop,2479264.015625,Kilimanjaro
Siha,sorghum _vop,73074.600194931,Kilimanjaro
Siha,total _vop,59466795.8251953,Kilimanjaro
Siha,wheat _vop,1706334.89819336,Kilimanjaro
Sikonge,banana_and_plantain _vop,6336.89990234375,Tabora
Sikonge,bean _vop,1747424.00315094,Tabora
Sikonge,cassava _vop,1096780.30311584,Tabora
Sikonge,cereals _vop,8836209.42178154,Tabora
Sikonge,groundnut _vop,2709346.10801315,Tabora
Sikonge,pulses _vop,2422585.91291809,Tabora
Sikonge,rice _vop,1702654.20166779,Tabora
Sikonge,sorghum _vop,64121.999835968,Tabora
Sikonge,total _vop,26210920.0369873,Tabora
Sikonge,wheat _vop,0,Tabora
Simanjiro,banana_and_plantain _vop,8054.70007324219,Manyara
Simanjiro,bean _vop,9900837.23828888,Manyara
Simanjiro,cassava _vop,192844.402841568,Manyara
