Admin2,Crop,Area,Admin1
Kilolo,wheat _vop,898333.893413544,Iringa
Kilombero,banana_and_plantain _vop,7095898.2677002,Morogoro
Kilombero,bean _vop,3745379.63484955,Morogoro
Kilombero,cassava _vop,4616015.68239212,Morogoro
Kilombero,cereals _vop,44941504.4766617,Morogoro
Kilombero,groundnut _vop,1626047.71283722,Morogoro
Kilombero,pulses _vop,4370570.34133911,Morogoro
Kilombero,rice _vop,33466825.2459259,Morogoro
Kilombero,sorghum _vop,350329.699094772,Morogoro
Kilombero,total _vop,69822099.0241089,Morogoro
Kilombero,wheat _vop,0,Morogoro
Kilosa,banana_and_plantain _vop,6126076.43115234,Morogoro
Kilosa,bean _vop,8102477.48979187,Morogoro
Kilosa,cassava _vop,4818030.99153137,Morogoro
Kilosa,cereals _vop,36167318.0051575,Morogoro
Kilosa,groundnut _vop,626791.799362183,Morogoro
Kilosa,pulses _vop,9679973.19818115,Morogoro
Kilosa,rice _vop,23657343.5311813,Morogoro
Kilosa,sorghum _vop,211101.501623154,Morogoro
Kilosa,total _vop,65748593.6508789,Morogoro
Kilosa,wheat _vop,3408.19994735718,Morogoro
Kilwa,banana_and_plantain _vop,0,Lindi
Kilwa,bean _vop,0,Lindi
Kilwa,cassava _vop,7162099.63986206,Lindi
Kilwa,cereals _vop,9634127.11560059,Lindi
Kilwa,groundnut _vop,120486.701393127,Lindi
Kilwa,pulses _vop,5734662.68933106,Lindi
Kilwa,rice _vop,5265669.4765625,Lindi
Kilwa,sorghum _vop,1758103.4058609,Lindi
Kilwa,total _vop,75651702.1567383,Lindi
Kilwa,wheat _vop,0,Lindi
Kinondoni,banana_and_plantain _vop,1211.09999084473,Dar es Salaam
Kinondoni,bean _vop,0,Dar es Salaam
Kinondoni,cassava _vop,0,Dar es Salaam
Kinondoni,cereals _vop,24.5,Dar es Salaam
Kinondoni,groundnut _vop,0,Dar es Salaam
Kinondoni,pulses _vop,134.300003051758,Dar es Salaam
Kinondoni,rice _vop,0,Dar es Salaam
Kinondoni,sorghum _vop,0,Dar es Salaam
Kinondoni,total _vop,2802197.25,Dar es Salaam
Kinondoni,wheat _vop,0,Dar es Salaam
Kisarawe,banana_and_plantain _vop,14335.5,Pwani
Kisarawe,bean _vop,5111.7001953125,Pwani
Kisarawe,cassava _vop,2649812.79638672,Pwani
Kisarawe,cereals _vop,12673322.3320313,Pwani
Kisarawe,groundnut _vop,135.399993896484,Pwani
Kisarawe,pulses _vop,1276824.39648437,Pwani
Kisarawe,rice _vop,10611162.9765625,Pwani
Kisarawe,sorghum _vop,965875.998046875,Pwani
Kisarawe,total _vop,76422108.140625,Pwani
Kisarawe,wheat _vop,0,Pwani
Kishapu,banana_and_plantain _vop,0,Shinyanga
Kishapu,bean _vop,0,Shinyanga
Kishapu,cassava _vop,515835.203491211,Shinyanga
Kishapu,cereals _vop,7919908.27880859,Shinyanga
Kishapu,groundnut _vop,2759274.61303711,Shinyanga
Kishapu,pulses _vop,2864571.890625,Shinyanga
Kishapu,rice _vop,1880887.70507813,Shinyanga
Kishapu,sorghum _vop,1587159.70175171,Shinyanga
Kishapu,total _vop,39119527.46875,Shinyanga
Kishapu,wheat _vop,0,Shinyanga
Kiteto,banana_and_plantain _vop,0,Manyara
Kiteto,bean _vop,1549569.59793091,Manyara
Kiteto,cassava _vop,366926.197998047,Manyara
Kiteto,cereals _vop,8786214.98779297,Manyara
Kiteto,groundnut _vop,70823.5000228882,Manyara
Kiteto,pulses _vop,8528089.36935425,Manyara
Kiteto,rice _vop,18317.6000976563,Manyara
Kiteto,sorghum _vop,9432.100025177,Manyara
Kiteto,total _vop,21799632.0658569,Manyara
Kiteto,wheat _vop,1420,Manyara
Kondoa,banana_and_plantain _vop,647.700012207031,Dodoma
Kondoa,bean _vop,1446794.1108017,Dodoma
Kondoa,cassava _vop,2349656.38393021,Dodoma
Kondoa,cereals _vop,6865096.00356293,Dodoma
Kondoa,groundnut _vop,1669984.20605469,Dodoma
Kondoa,pulses _vop,13359785.9769592,Dodoma
Kondoa,rice _vop,55009.7993774414,Dodoma
Kondoa,sorghum _vop,2084041.40075684,Dodoma
Kondoa,total _vop,41744807.0999756,Dodoma
Kondoa,wheat _vop,14342.900390625,Dodoma
Kongwa,banana_and_plantain _vop,0,Dodoma
Kongwa,bean _vop,771928.103271485,Dodoma
Kongwa,cassava _vop,3281661.41503906,Dodoma
Kongwa,cereals _vop,6470252.21875,Dodoma
Kongwa,groundnut _vop,1696508.70275879,Dodoma
Kongwa,pulses _vop,1248198.29553223,Dodoma
Kongwa,rice _vop,0,Dodoma
Kongwa,sorghum _vop,2566627.4861393,Dodoma
Kongwa,total _vop,16193833.6796875,Dodoma
Kongwa,wheat _vop,0,Dodoma
Korogwe,banana_and_plantain _vop,4714141.703125,Tanga
Korogwe,bean _vop,1165186.28125,Tanga
Korogwe,cassava _vop,6765651.69335937,Tanga
Korogwe,cereals _vop,12170659.7876892,Tanga
Korogwe,groundnut _vop,65227.7998046875,Tanga
Korogwe,pulses _vop,1425761.99804688,Tanga
Korogwe,rice _vop,2935242.71240234,Tanga
Korogwe,sorghum _vop,346753.5,Tanga
Korogwe,total _vop,48841769.4643555,Tanga
Korogwe,wheat _vop,757.299987792969,Tanga
Korogwe Town,banana_and_plantain _vop,0,Tanga
Korogwe Town,bean _vop,0,Tanga
Korogwe Town,cassava _vop,0,Tanga
Korogwe Town,cereals _vop,130113.80078125,Tanga
Korogwe Town,groundnut _vop,0,Tanga
Korogwe Town,pulses _vop,0,Tanga
Korogwe Town,rice _vop,65346.4990234375,Tanga
Korogwe Town,sorghum _vop,0,Tanga
Korogwe Town,total _vop,1471634.0234375,Tanga
Korogwe Town,wheat _vop,0,Tanga
Kusini,banana_and_plantain _vop,0,Kusini Unguja
Kusini,bean _vop,541.300003051758,Kusini Unguja
Kusini,cassava _vop,157975.201171875,Kusini Unguja
Kusini,cereals _vop,242614.59375,Kusini Unguja
Kusini,groundnut _vop,6044.80004882813,Kusini Unguja
Kusini,pulses _vop,4614.50006103516,Kusini Unguja
Kusini,rice _vop,225605.59765625,Kusini Unguja
Kusini,sorghum _vop,506.999996185303,Kusini Unguja
Kusini,total _vop,1430709,Kusini Unguja
Kusini,wheat _vop,0,Kusini Unguja
Kwimba,banana_and_plantain _vop,0,Mwanza
Kwimba,bean _vop,15575.599609375,Mwanza
Kwimba,cassava _vop,7645259.69836426,Mwanza
Kwimba,cereals _vop,27490633.3125,Mwanza
Kwimba,groundnut _vop,2597923.29101562,Mwanza
Kwimba,pulses _vop,6526346.046875,Mwanza
Kwimba,rice _vop,19770034.765625,Mwanza
Kwimba,sorghum _vop,1619741.78710938,Mwanza
Kwimba,total _vop,66023305.125,Mwanza
Kwimba,wheat _vop,0,Mwanza
Kyela,banana_and_plantain _vop,17231486,Mbeya
Kyela,bean _vop,500045.90246582,Mbeya
Kyela,cassava _vop,851967.703125,Mbeya
Kyela,cereals _vop,20323128.5625,Mbeya
Kyela,groundnut _vop,470533.294921875,Mbeya
Kyela,pulses _vop,751350.510253906,Mbeya
Kyela,rice _vop,17511134.96875,Mbeya
Kyela,sorghum _vop,0,Mbeya
Kyela,total _vop,49636718.125,Mbeya
Kyela,wheat _vop,0,Mbeya
Kyerwa,banana_and_plantain _vop,58753348.5390625,Kagera
Kyerwa,bean _vop,12554896.0507812,Kagera
Kyerwa,cassava _vop,83139.999206543,Kagera
Kyerwa,cereals _vop,4114611.88769531,Kagera
Kyerwa,groundnut _vop,496.299987792969,Kagera
Kyerwa,pulses _vop,13145006.8347473,Kagera
Kyerwa,rice _vop,1114.59997558594,Kagera
Kyerwa,sorghum _vop,417112.099792481,Kagera
Kyerwa,total _vop,87295806.9003906,Kagera
Kyerwa,wheat _vop,331.5,Kagera
Lake Eyasi,banana_and_plantain _vop,0,Arusha
Lake Eyasi,banana_and_plantain _vop,0,Simiyu
Lake Eyasi,bean _vop,0,Arusha
Lake Eyasi,bean _vop,0,Simiyu
Lake Eyasi,cassava _vop,0,Arusha
Lake Eyasi,cassava _vop,0,Simiyu
Lake Eyasi,cereals _vop,0,Arusha
Lake Eyasi,cereals _vop,0,Simiyu
Lake Eyasi,groundnut _vop,0,Arusha
Lake Eyasi,groundnut _vop,0,Simiyu
Lake Eyasi,pulses _vop,0,Arusha
Lake Eyasi,pulses _vop,0,Simiyu
Lake Eyasi,rice _vop,0,Arusha
Lake Eyasi,rice _vop,0,Simiyu
Lake Eyasi,sorghum _vop,0,Arusha
Lake Eyasi,sorghum _vop,0,Simiyu
Lake Eyasi,total _vop,145709.5,Arusha
Lake Eyasi,total _vop,145709.5,Simiyu
Lake Eyasi,wheat _vop,0,Arusha
Lake Eyasi,wheat _vop,0,Simiyu
Lake Manyara,banana_and_plantain _vop,,Arusha
Lake Manyara,banana_and_plantain _vop,,Manyara
Lake Manyara,bean _vop,,Arusha
Lake Manyara,bean _vop,,Manyara
Lake Manyara,cassava _vop,,Arusha
Lake Manyara,cassava _vop,,Manyara
Lake Manyara,cereals _vop,,Arusha
Lake Manyara,cereals _vop,,Manyara
Lake Manyara,groundnut _vop,,Arusha
Lake Manyara,groundnut _vop,,Manyara
Lake Manyara,pulses _vop,,Arusha
Lake Manyara,pulses _vop,,Manyara
Lake Manyara,rice _vop,,Arusha
Lake Manyara,rice _vop,,Manyara
Lake Manyara,sorghum _vop,,Arusha
Lake Manyara,sorghum _vop,,Manyara
Lake Manyara,total _vop,,Arusha
Lake Manyara,total _vop,,Manyara
Lake Manyara,wheat _vop,,Arusha
Lake Manyara,wheat _vop,,Manyara
Lake Rukwa,banana_and_plantain _vop,28839.7003936768,Katavi
Lake Rukwa,banana_and_plantain _vop,28839.7003936768,Rukwa
Lake Rukwa,banana_and_plantain _vop,28839.7003936768,Songwe
Lake Rukwa,bean _vop,265286.296607971,Katavi
Lake Rukwa,bean _vop,265286.296607971,Rukwa
Lake Rukwa,bean _vop,265286.296607971,Songwe
Lake Rukwa,cassava _vop,30147.1002426147,Katavi
Lake Rukwa,cassava _vop,30147.1002426147,Rukwa
Lake Rukwa,cassava _vop,30147.1002426147,Songwe
Lake Rukwa,cereals _vop,685684.38923645,Katavi
Lake Rukwa,cereals _vop,685684.38923645,Rukwa
Lake Rukwa,cereals _vop,685684.38923645,Songwe
Lake Rukwa,groundnut _vop,140966.297107697,Katavi
Lake Rukwa,groundnut _vop,140966.297107697,Rukwa
Lake Rukwa,groundnut _vop,140966.297107697,Songwe
Lake Rukwa,pulses _vop,272294.506042481,Katavi
Lake Rukwa,pulses _vop,272294.506042481,Rukwa
Lake Rukwa,pulses _vop,272294.506042481,Songwe
Lake Rukwa,rice _vop,204032.202535629,Katavi
Lake Rukwa,rice _vop,204032.202535629,Rukwa
Lake Rukwa,rice _vop,204032.202535629,Songwe
Lake Rukwa,sorghum _vop,56693.900062561,Katavi
Lake Rukwa,sorghum _vop,56693.900062561,Rukwa
Lake Rukwa,sorghum _vop,56693.900062561,Songwe
Lake Rukwa,total _vop,1392426.19458008,Katavi
Lake Rukwa,total _vop,1392426.19458008,Rukwa
Lake Rukwa,total _vop,1392426.19458008,Songwe
Lake Rukwa,wheat _vop,0,Katavi
Lake Rukwa,wheat _vop,0,Rukwa
Lake Rukwa,wheat _vop,0,Songwe
Lake Tanganyika,banana_and_plantain _vop,9517038.41162109,Katavi
Lake Tanganyika,banana_and_plantain _vop,9517038.41162109,Kigoma
Lake Tanganyika,banana_and_plantain _vop,9517038.41162109,Rukwa
Lake Tanganyika,bean _vop,119108.601463318,Katavi
Lake Tanganyika,bean _vop,119108.601463318,Kigoma
Lake Tanganyika,bean _vop,119108.601463318,Rukwa
Lake Tanganyika,cassava _vop,202631.996490479,Katavi
Lake Tanganyika,cassava _vop,202631.996490479,Kigoma
Lake Tanganyika,cassava _vop,202631.996490479,Rukwa
Lake Tanganyika,cereals _vop,206681.097259521,Katavi
Lake Tanganyika,cereals _vop,206681.097259521,Kigoma
Lake Tanganyika,cereals _vop,206681.097259521,Rukwa
Lake Tanganyika,groundnut _vop,37440.4001960754,Katavi
Lake Tanganyika,groundnut _vop,37440.4001960754,Kigoma
Lake Tanganyika,groundnut _vop,37440.4001960754,Rukwa
Lake Tanganyika,pulses _vop,153299.803123474,Katavi
Lake Tanganyika,pulses _vop,153299.803123474,Kigoma
Lake Tanganyika,pulses _vop,153299.803123474,Rukwa
Lake Tanganyika,rice _vop,103976.699607849,Katavi
Lake Tanganyika,rice _vop,103976.699607849,Kigoma
Lake Tanganyika,rice _vop,103976.699607849,Rukwa
Lake Tanganyika,sorghum _vop,0,Katavi
Lake Tanganyika,sorghum _vop,0,Kigoma
Lake Tanganyika,sorghum _vop,0,Rukwa
Lake Tanganyika,total _vop,10678507.3876953,Katavi
Lake Tanganyika,total _vop,10678507.3876953,Kigoma
Lake Tanganyika,total _vop,10678507.3876953,Rukwa
Lake Tanganyika,wheat _vop,0,Katavi
Lake Tanganyika,wheat _vop,0,Kigoma
Lake Tanganyika,wheat _vop,0,Rukwa
Lake Victoria,banana_and_plantain _vop,32259.9000244141,Geita
Lake Victoria,banana_and_plantain _vop,32259.9000244141,Kagera
Lake Victoria,banana_and_plantain _vop,32259.9000244141,Mara
Lake Victoria,banana_and_plantain _vop,32259.9000244141,Mwanza
Lake Victoria,banana_and_plantain _vop,32259.9000244141,Simiyu
Lake Victoria,bean _vop,111754.001464844,Geita
Lake Victoria,bean _vop,111754.001464844,Kagera
Lake Victoria,bean _vop,111754.001464844,Mara
Lake Victoria,bean _vop,111754.001464844,Mwanza
Lake Victoria,bean _vop,111754.001464844,Simiyu
Lake Victoria,cassava _vop,177770.401367188,Geita
Lake Victoria,cassava _vop,177770.401367188,Kagera
Lake Victoria,cassava _vop,177770.401367188,Mara
Lake Victoria,cassava _vop,177770.401367188,Mwanza
Lake Victoria,cassava _vop,177770.401367188,Simiyu
Lake Victoria,cereals _vop,1786093.453125,Geita
Lake Victoria,cereals _vop,1786093.453125,Kagera
Lake Victoria,cereals _vop,1786093.453125,Mara
Lake Victoria,cereals _vop,1786093.453125,Mwanza
Lake Victoria,cereals _vop,1786093.453125,Simiyu
Lake Victoria,groundnut _vop,20479.4998779297,Geita
Lake Victoria,groundnut _vop,20479.4998779297,Kagera
Lake Victoria,groundnut _vop,20479.4998779297,Mara
Lake Victoria,groundnut _vop,20479.4998779297,Mwanza
Lake Victoria,groundnut _vop,20479.4998779297,Simiyu
Lake Victoria,pulses _vop,299579.201171875,Geita
Lake Victoria,pulses _vop,299579.201171875,Kagera
Lake Victoria,pulses _vop,299579.201171875,Mara
Lake Victoria,pulses _vop,299579.201171875,Mwanza
Lake Victoria,pulses _vop,299579.201171875,Simiyu
Lake Victoria,rice _vop,1254525.75,Geita
Lake Victoria,rice _vop,1254525.75,Kagera
Lake Victoria,rice _vop,1254525.75,Mara
Lake Victoria,rice _vop,1254525.75,Mwanza
Lake Victoria,rice _vop,1254525.75,Simiyu
Lake Victoria,sorghum _vop,122065.397460938,Geita
Lake Victoria,sorghum _vop,122065.397460938,Kagera
Lake Victoria,sorghum _vop,122065.397460938,Mara
Lake Victoria,sorghum _vop,122065.397460938,Mwanza
Lake Victoria,sorghum _vop,122065.397460938,Simiyu
Lake Victoria,total _vop,3306229.0625,Geita
Lake Victoria,total _vop,3306229.0625,Kagera
Lake Victoria,total _vop,3306229.0625,Mara
Lake Victoria,total _vop,3306229.0625,Mwanza
Lake Victoria,total _vop,3306229.0625,Simiyu
Lake Victoria,wheat _vop,0,Geita
Lake Victoria,wheat _vop,0,Kagera
Lake Victoria,wheat _vop,0,Mara
Lake Victoria,wheat _vop,0,Mwanza
Lake Victoria,wheat _vop,0,Simiyu
Lindi Rural,banana_and_plantain _vop,28.2000007629395,Lindi
Lindi Rural,bean _vop,0,Lindi
Lindi Rural,cassava _vop,3839343.6829834,Lindi
Lindi Rural,cereals _vop,6653433.90185547,Lindi
Lindi Rural,groundnut _vop,2708067.98039246,Lindi
Lindi Rural,pulses _vop,7938269.55102539,Lindi
Lindi Rural,rice _vop,3477089.30505371,Lindi
Lindi Rural,sorghum _vop,1115571.79533386,Lindi
Lindi Rural,total _vop,74363235.4765625,Lindi
Lindi Rural,wheat _vop,0,Lindi
Lindi Urban,banana_and_plantain _vop,0,Lindi
Lindi Urban,bean _vop,0,Lindi
Lindi Urban,cassava _vop,1825526.91894531,Lindi
Lindi Urban,cereals _vop,1485048.1875,Lindi
Lindi Urban,groundnut _vop,750976.491210938,Lindi
Lindi Urban,pulses _vop,997402.001953125,Lindi
Lindi Urban,rice _vop,626420.8984375,Lindi
Lindi Urban,sorghum _vop,423130.893066406,Lindi
Lindi Urban,total _vop,21519906.65625,Lindi
Lindi Urban,wheat _vop,0,Lindi
Liwale,banana_and_plantain _vop,6167.89990234375,Lindi
Liwale,bean _vop,1323,Lindi
Liwale,cassava _vop,2126779.61363411,Lindi
Liwale,cereals _vop,3189435.2859726,Lindi
Liwale,groundnut _vop,1250153.60783386,Lindi
Liwale,pulses _vop,3902939.98669434,Lindi
Liwale,rice _vop,1239395.4009285,Lindi
Liwale,sorghum _vop,583609.102255821,Lindi
Liwale,total _vop,20292773.3378906,Lindi
Liwale,wheat _vop,0,Lindi
Longido,banana_and_plantain _vop,37070489.451416,Arusha
Longido,bean _vop,396687.701042175,Arusha
Longido,cassava _vop,8804.89977264404,Arusha
Longido,cereals _vop,1265277.90532684,Arusha
Longido,groundnut _vop,0,Arusha
Longido,pulses _vop,594130.310325623,Arusha
Longido,rice _vop,720987.801647186,Arusha
Longido,sorghum _vop,13213.2998027802,Arusha
Longido,total _vop,39699535.4155273,Arusha
Longido,wheat _vop,120660.700134277,Arusha
Ludewa,banana_and_plantain _vop,144423.698730469,Njombe
Ludewa,bean _vop,2534504.79956055,Njombe
Ludewa,cassava _vop,561734.49993515,Njombe
Ludewa,cereals _vop,10238118.916748,Njombe
Ludewa,groundnut _vop,8778006.23828125,Njombe
Ludewa,pulses _vop,3274964.2964325,Njombe
Ludewa,rice _vop,646659.303207398,Njombe
Ludewa,sorghum _vop,118421.800189972,Njombe
Ludewa,total _vop,94563126.171875,Njombe
Ludewa,wheat _vop,920298.392755508,Njombe
Lushoto,banana_and_plantain _vop,9353902.22192383,Tanga
Lushoto,bean _vop,15502137.1914063,Tanga
Lushoto,cassava _vop,19288402.4765625,Tanga
Lushoto,cereals _vop,13266600.7997437,Tanga
Lushoto,groundnut _vop,0,Tanga
Lushoto,pulses _vop,15658724.1640625,Tanga
Lushoto,rice _vop,2220304.15313721,Tanga
Lushoto,sorghum _vop,0,Tanga
Lushoto,total _vop,72488165.2097168,Tanga
Lushoto,wheat _vop,46231.7998199463,Tanga
Mafia,banana_and_plantain _vop,0,Pwani
Mafia,bean _vop,0,Pwani
Mafia,cassava _vop,0,Pwani
Mafia,cereals _vop,688990.390625,Pwani
Mafia,groundnut _vop,0,Pwani
Mafia,pulses _vop,641.099990844727,Pwani
Mafia,rice _vop,447871.0078125,Pwani
Mafia,sorghum _vop,238196.203125,Pwani
Mafia,total _vop,833885.09375,Pwani
Mafia,wheat _vop,0,Pwani
Mafinga Town,banana_and_plantain _vop,3605.20013427734,Iringa
Mafinga Town,bean _vop,3733110.1875,Iringa
Mafinga Town,cassava _vop,0,Iringa
Mafinga Town,cereals _vop,4040669.6875,Iringa
Mafinga Town,groundnut _vop,210840,Iringa
Mafinga Town,pulses _vop,3733110.25,Iringa
Mafinga Town,rice _vop,0,Iringa
Mafinga Town,sorghum _vop,5152.39990234375,Iringa
Mafinga Town,total _vop,12996628.125,Iringa
Mafinga Town,wheat _vop,149062.400390625,Iringa
Magharibi A,banana_and_plantain _vop,0,Mjini Magharibi
Magharibi A,bean _vop,8479.5,Mjini Magharibi
Magharibi A,cassava _vop,434941.3125,Mjini Magharibi
Magharibi A,cereals _vop,807778.5,Mjini Magharibi
Magharibi A,groundnut _vop,5864.10009765625,Mjini Magharibi
Magharibi A,pulses _vop,48299.19921875,Mjini Magharibi
Magharibi A,rice _vop,719926.1875,Mjini Magharibi
Magharibi A,sorghum _vop,9505.400390625,Mjini Magharibi
Magharibi A,total _vop,4176766.25,Mjini Magharibi
Magharibi A,wheat _vop,0,Mjini Magharibi
Magharibi B,banana_and_plantain _vop,0,Mjini Magharibi
Magharibi B,bean _vop,0,Mjini Magharibi
Magharibi B,cassava _vop,392488.6875,Mjini Magharibi
Magharibi B,cereals _vop,289932.40625,Mjini Magharibi
Magharibi B,groundnut _vop,8751.2998046875,Mjini Magharibi
Magharibi B,pulses _vop,9800.7998046875,Mjini Magharibi
Magharibi B,rice _vop,265092.3125,Mjini Magharibi
Magharibi B,sorghum _vop,76.6999969482422,Mjini Magharibi
Magharibi B,total _vop,2662980.5,Mjini Magharibi
Magharibi B,wheat _vop,0,Mjini Magharibi
Magu,banana_and_plantain _vop,220410.003601074,Mwanza
Magu,bean _vop,1017951.79296875,Mwanza
Magu,cassava _vop,1291149.80664062,Mwanza
Magu,cereals _vop,15617100.953125,Mwanza
Magu,groundnut _vop,576765.595703125,Mwanza
Magu,pulses _vop,1789943.015625,Mwanza
Magu,rice _vop,11398994.2265625,Mwanza
Magu,sorghum _vop,1204979.90429688,Mwanza
Magu,total _vop,31677160.1875,Mwanza
Magu,wheat _vop,0,Mwanza
Makambako Town,banana_and_plantain _vop,0,Njombe
Makambako Town,bean _vop,1852783.59179688,Njombe
Makambako Town,cassava _vop,271011.90234375,Njombe
Makambako Town,cereals _vop,2327220.921875,Njombe
Makambako Town,groundnut _vop,1794755.96875,Njombe
Makambako Town,pulses _vop,2531153.1328125,Njombe
Makambako Town,rice _vop,0,Njombe
Makambako Town,sorghum _vop,6008.19996643066,Njombe
Makambako Town,total _vop,13182382.9375,Njombe
Makambako Town,wheat _vop,115437.901000977,Njombe
Makete,banana_and_plantain _vop,51173.4999847412,Njombe
Makete,bean _vop,1696665.70678711,Njombe
Makete,cassava _vop,13611.2001953125,Njombe
Makete,cereals _vop,7400431.53494263,Njombe
Makete,groundnut _vop,469991.899219513,Njombe
Makete,pulses _vop,2851152.60531616,Njombe
Makete,rice _vop,543935.708618164,Njombe
Makete,sorghum _vop,71449.5995235443,Njombe
Makete,total _vop,48514488.467041,Njombe
Makete,wheat _vop,1035246.40488052,Njombe
Manyoni,banana_and_plantain _vop,0,Singida
Manyoni,bean _vop,4333524.00366211,Singida
Manyoni,cassava _vop,1941060.20662308,Singida
Manyoni,cereals _vop,8771071.02462769,Singida
Manyoni,groundnut _vop,3156514.30496216,Singida
Manyoni,pulses _vop,8435801.39842224,Singida
Manyoni,rice _vop,624571.700706482,Singida
Manyoni,sorghum _vop,2855141.70279694,Singida
Manyoni,total _vop,59481886.8607941,Singida
Manyoni,wheat _vop,0,Singida
Masasi,banana_and_plantain _vop,238608.198852539,Mtwara
Masasi,bean _vop,5532.7001953125,Mtwara
Masasi,cassava _vop,4642121.17684174,Mtwara
Masasi,cereals _vop,3921039.89163971,Mtwara
Masasi,groundnut _vop,2312079.60146332,Mtwara
Masasi,pulses _vop,15398357.9442139,Mtwara
Masasi,rice _vop,1264126.60838318,Mtwara
Masasi,sorghum _vop,752555.607146263,Mtwara
Masasi,total _vop,45653381.9135742,Mtwara
Masasi,wheat _vop,0,Mtwara
Masasi Town,banana_and_plantain _vop,14420.7998046875,Mtwara
Masasi Town,bean _vop,0,Mtwara
Masasi Town,cassava _vop,3093100.421875,Mtwara
Masasi Town,cereals _vop,2314732.90625,Mtwara
Masasi Town,groundnut _vop,1125649.921875,Mtwara
Masasi Town,pulses _vop,7712379.75,Mtwara
Masasi Town,rice _vop,674615.50390625,Mtwara
Masasi Town,sorghum _vop,474654.404296875,Mtwara
Masasi Town,total _vop,24458897,Mtwara
Masasi Town,wheat _vop,0,Mtwara
Maswa,banana_and_plantain _vop,3182.40002441406,Simiyu
Maswa,bean _vop,15275.2001953125,Simiyu
Maswa,cassava _vop,7546461.77471924,Simiyu
Maswa,cereals _vop,21311018.453125,Simiyu
Maswa,groundnut _vop,2241644.51513672,Simiyu
Maswa,pulses _vop,6623602.11328125,Simiyu
Maswa,rice _vop,13470683.1015625,Simiyu
Maswa,sorghum _vop,1683451.99804688,Simiyu
Maswa,total _vop,64020306.875,Simiyu
Maswa,wheat _vop,0,Simiyu
Mbarali,banana_and_plantain _vop,1042.20001220703,Mbeya
Mbarali,bean _vop,8545693.69590759,Mbeya
Mbarali,cassava _vop,1518026.28981781,Mbeya
Mbarali,cereals _vop,50852687.7619934,Mbeya
Mbarali,groundnut _vop,8636094.58096313,Mbeya
Mbarali,pulses _vop,9179329.59999847,Mbeya
Mbarali,rice _vop,42316024.1528473,Mbeya
Mbarali,sorghum _vop,1171055.1050415,Mbeya
Mbarali,total _vop,79977560.5179443,Mbeya
Mbarali,wheat _vop,1814.59997558594,Mbeya
Mbeya Rural,banana_and_plantain _vop,1205523.5,Mbeya
Mbeya Rural,bean _vop,7739130.59521484,Mbeya
Mbeya Rural,cassava _vop,4878.2998046875,Mbeya
Mbeya Rural,cereals _vop,19880971.5081787,Mbeya
Mbeya Rural,groundnut _vop,45470,Mbeya
Mbeya Rural,pulses _vop,8653173.17529297,Mbeya
Mbeya Rural,rice _vop,1727.80004882813,Mbeya
Mbeya Rural,sorghum _vop,121078.500507355,Mbeya
Mbeya Rural,total _vop,91099032.8242188,Mbeya
Mbeya Rural,wheat _vop,524928.899780274,Mbeya
Mbeya Urban,banana_and_plantain _vop,0,Mbeya
Mbeya Urban,bean _vop,584468.484375,Mbeya
Mbeya Urban,cassava _vop,0,Mbeya
Mbeya Urban,cereals _vop,2254578.375,Mbeya
Mbeya Urban,groundnut _vop,0,Mbeya
Mbeya Urban,pulses _vop,663900.890625,Mbeya
Mbeya Urban,rice _vop,0,Mbeya
Mbeya Urban,sorghum _vop,0,Mbeya
Mbeya Urban,total _vop,9191696.25,Mbeya
Mbeya Urban,wheat _vop,58634.1015625,Mbeya
Mbinga,banana_and_plantain _vop,1082616.49603271,Ruvuma
Mbinga,bean _vop,10477566.5917969,Ruvuma
Mbinga,cassava _vop,3289067.40820313,Ruvuma
Mbinga,cereals _vop,15191337.0830078,Ruvuma
Mbinga,groundnut _vop,1173,Ruvuma
Mbinga,pulses _vop,10689640.8251953,Ruvuma
Mbinga,rice _vop,5329335.81109619,Ruvuma
Mbinga,sorghum _vop,0,Ruvuma
Mbinga,total _vop,40030613.3046875,Ruvuma
Mbinga,wheat _vop,128171.299499512,Ruvuma
Mbogwe,banana_and_plantain _vop,12335.6000709534,Geita
Mbogwe,bean _vop,12153416.0546875,Geita
Mbogwe,cassava _vop,9067277.796875,Geita
Mbogwe,cereals _vop,20821040.9375,Geita
Mbogwe,groundnut _vop,6798032.00390625,Geita
Mbogwe,pulses _vop,14246508.96875,Geita
Mbogwe,rice _vop,11326015.8125,Geita
Mbogwe,sorghum _vop,164806.199584961,Geita
Mbogwe,total _vop,65608669.25,Geita
Mbogwe,wheat _vop,0,Geita
Mbozi,banana_and_plantain _vop,115893.896678925,Songwe
Mbozi,bean _vop,14968096.5623169,Songwe
Mbozi,cassava _vop,1221035.91168213,Songwe
Mbozi,cereals _vop,24245001.6044922,Songwe
Mbozi,groundnut _vop,3143247.31896973,Songwe
Mbozi,pulses _vop,15157387.295166,Songwe
Mbozi,rice _vop,4517268.52611542,Songwe
Mbozi,sorghum _vop,1934208.39310455,Songwe
Mbozi,total _vop,73410506.4467773,Songwe
Mbozi,wheat _vop,6895.39990234375,Songwe
Mbulu,banana_and_plantain _vop,6674.70007324219,Manyara
Mbulu,bean _vop,8180175.16308594,Manyara
Mbulu,cassava _vop,1305.50000190735,Manyara
Mbulu,cereals _vop,8467012.13222504,Manyara
Mbulu,groundnut _vop,1127.79998779297,Manyara
Mbulu,pulses _vop,10841575.8789062,Manyara
